日期,自營商多,自營商空,自營商多空淨額,投信多,投信空,投信多空淨額,外資多,外資空,外資多空淨額
20210104,27483,5910,21573,12858,25023,-12165,47304,57524,-10220
20210105,28458,6224,22234,12852,25091,-12239,47213,58138,-10925
20210106,28872,7036,21836,12893,25013,-12120,47161,58291,-11130
20210107,29952,6675,23277,12945,23913,-10968,48671,61467,-12796
20210108,29659,6595,23064,12971,23137,-10166,51101,66427,-15326
20210111,31217,7287,23930,12994,23112,-10118,50064,68908,-18844
20210112,31890,8541,23349,12920,23119,-10199,52701,71902,-19201
20210113,31078,7378,23700,13051,22457,-9406,53259,74794,-21535
20210114,33241,8096,25145,13067,22699,-9632,49059,77177,-28118
20210115,32449,7733,24716,13029,22511,-9482,45754,70606,-24852
20210118,33041,6716,26325,12966,22616,-9650,48758,76741,-27983
20210119,32007,5739,26268,13225,21902,-8677,39270,69252,-29982
20210120,25776,4645,21131,13104,22325,-9221,33210,49927,-16717
20210121,26331,4736,21595,13036,21045,-8009,30347,50928,-20581
20210122,27528,4502,23026,13286,21602,-8316,29227,56778,-27551
20210125,28482,4817,23665,13142,21865,-8723,29970,59093,-29123
20210126,28718,5900,22818,12876,22833,-9957,30505,58009,-27504
20210127,27430,5862,21568,12761,22822,-10061,31457,59563,-28106
20210128,27533,6511,21022,12346,23259,-10913,31669,59476,-27807
20210129,28592,7686,20906,12070,24133,-12063,35390,52756,-17366
20210201,28105,7022,21083,12262,23356,-11094,34878,54502,-19624
20210202,28331,7458,20873,12566,21986,-9420,35017,53872,-18855
20210203,27890,5568,22322,12552,21984,-9432,29485,51227,-21742
20210204,28533,6519,22014,12539,22421,-9882,30951,51840,-20889
20210205,27939,5740,22199,12490,21986,-9496,33261,55922,-22661
20210217,24698,4244,20454,13015,20256,-7241,26950,43941,-16991
20210218,25192,3956,21236,13011,19733,-6722,26203,49352,-23149
20210219,25918,4415,21503,12860,19952,-7092,25014,46952,-21938
20210222,26423,3862,22561,12999,19936,-6937,23744,49931,-26187
20210223,26651,4493,22158,13013,19725,-6712,24750,52542,-27792
20210224,25769,4697,21072,12845,20380,-7535,24216,53364,-29148
20210225,25909,5080,20829,13261,19837,-6576,25137,53619,-28482
20210226,27163,7038,20125,13281,20842,-7561,26163,55598,-29435
20210302,27215,7314,19901,13238,21042,-7804,29050,53803,-24753
20210303,25960,6747,19213,13368,20496,-7128,26876,51837,-24961
20210304,26170,7232,18938,13386,21149,-7763,26287,50037,-23750
20210305,26515,7565,18950,13296,21575,-8279,26186,51881,-25695
20210308,26916,8409,18507,13247,21569,-8322,27958,48152,-20194
20210309,27834,8826,19008,13405,21373,-7968,26092,50017,-23925
20210310,26172,6794,19378,13400,21362,-7962,26178,47858,-21680
20210311,25512,6054,19458,13739,20291,-6552,24513,51651,-27138
20210312,26859,5796,21063,13748,20286,-6538,22916,51775,-28859
20210315,28255,6989,21266,13750,20290,-6540,24368,54673,-30305
20210316,27877,8088,19789,13950,20272,-6322,28249,55150,-26901
20210317,26272,3127,23145,13872,20288,-6416,21981,49331,-27350
20210318,26148,3684,22464,13896,20265,-6369,22522,49236,-26714
20210319,27759,4597,23162,13406,20311,-6905,22187,49580,-27393
20210322,27001,4236,22765,13467,19892,-6425,22377,47330,-24953
20210323,28479,4606,23873,14052,19891,-5839,21278,47255,-25977
20210324,28710,4864,23846,13898,20424,-6526,20568,48786,-28218
20210325,28127,4662,23465,13957,20424,-6467,21208,46313,-25105
20210326,27619,4177,23442,14273,19662,-5389,25493,48328,-22835
20210329,27812,4569,23243,14355,19645,-5290,25129,45470,-20341
20210330,27764,4797,22967,14314,19337,-5023,26057,45422,-19365
20210331,28076,5013,23063,14159,19555,-5396,23734,45113,-21379
20210401,26987,4539,22448,14099,19337,-5238,24704,44520,-19816
20210406,26632,4651,21981,14265,18797,-4532,25837,44958,-19121
20210407,27623,4387,23236,14169,18806,-4637,20909,43776,-22867
20210408,28302,4731,23571,14286,18480,-4194,21067,44429,-23362
20210409,28363,5242,23121,14344,18492,-4148,19040,44492,-25452
20210412,28292,5323,22969,14325,18494,-4169,18594,44566,-25972
20210413,29666,6006,23660,14163,18898,-4735,20222,45628,-25406
20210414,28556,4723,23833,14232,18901,-4669,19079,44249,-25170
20210415,28666,4673,23993,14287,18364,-4077,19026,43620,-24594
20210416,29576,4891,24685,14534,18147,-3613,19680,48530,-28850
20210419,28213,5766,22447,14706,17830,-3124,23072,47607,-24535
20210420,29716,6055,23661,14724,17842,-3118,22058,50890,-28832
20210421,25741,2565,23176,14316,18062,-3746,17137,43805,-26668
20210422,26587,3786,22801,14289,18267,-3978,16068,44802,-28734
20210423,25808,3245,22563,14362,18061,-3699,17390,46847,-29457
20210426,26265,3327,22938,14594,17418,-2824,17447,47933,-30486
20210427,27493,3705,23788,14610,17421,-2811,17716,49167,-31451
20210428,26737,2746,23991,14612,17423,-2811,15786,49127,-33341
20210429,27147,2758,24389,14623,17441,-2818,16667,48675,-32008
20210503,28492,4046,24446,14836,18114,-3278,17359,53610,-36251
20210504,28979,4585,24394,14824,18840,-4016,17741,57105,-39364
20210505,27135,4118,23017,14636,19346,-4710,16607,55361,-38754
20210506,26726,4421,22305,14767,19068,-4301,18536,52710,-34174
20210507,26223,3583,22640,15104,18411,-3307,17462,53492,-36030
20210510,26412,3063,23349,15148,18466,-3318,18507,56026,-37519
20210511,28260,4777,23483,14348,20125,-5777,22733,55251,-32518
20210512,27112,4725,22387,14303,22081,-7778,26374,51237,-24863
20210513,27569,5741,21828,14191,21690,-7499,26491,48283,-21792
20210514,26525,6839,19686,14360,21242,-6882,28580,44104,-15524
20210517,27226,6277,20949,14281,22708,-8427,26529,41935,-15406
20210518,26452,5641,20811,14967,20369,-5402,29854,49958,-20104
20210519,24202,2165,22037,14969,20373,-5404,20476,40557,-20081
20210520,25132,2801,22331,14661,20712,-6051,20968,39951,-18983
20210521,25482,3001,22481,14890,19944,-5054,20309,41629,-21320
20210524,25779,2806,22973,14964,19732,-4768,20432,44702,-24270
20210525,24588,3008,21580,15227,19068,-3841,20242,43186,-22944
20210526,24780,2842,21938,15375,19064,-3689,20711,43305,-22594
20210527,24668,2741,21927,15432,19277,-3845,19382,42736,-23354
20210528,24137,2790,21347,15674,18511,-2837,20427,44493,-24066
20210531,24327,3422,20905,15754,18284,-2530,20339,45091,-24752
20210601,26002,4766,21236,16472,17973,-1501,21907,47184,-25277
20210602,25969,5550,20419,17196,17976,-780,21800,46329,-24529
20210603,26432,5327,21105,17706,17976,-270,22313,47293,-24980
20210604,27358,6105,21253,18352,18401,-49,21797,49636,-27839
20210607,28370,6483,21887,18480,18445,35,21672,49036,-27364
20210608,28541,7130,21411,18535,18448,87,21029,49234,-28205
20210609,28958,4700,24258,18398,18878,-480,21243,49911,-28668
20210610,30280,4802,25478,18651,18188,463,19742,49414,-29672
20210611,29546,4357,25189,18833,18193,640,20388,49507,-29119
20210615,27610,3330,24280,19164,17861,1303,21584,52853,-31269
20210616,22940,3128,19812,19427,17862,1565,18165,47183,-29018
20210617,24455,3079,21376,19465,17859,1606,19049,52137,-33088
20210618,24422,3452,20970,19452,17874,1578,17862,49474,-31612
20210621,25421,4341,21080,19187,18537,650,19876,51350,-31474
20210622,25415,5973,19442,19114,18528,586,18175,49247,-31072
20210623,25518,7005,18513,19435,17781,1654,18706,51170,-32464
20210624,25093,7474,17619,19506,17767,1739,19912,51406,-31494
20210625,24206,6913,17293,19492,17569,1923,19251,48745,-29494
20210628,24002,7078,16924,19479,17353,2126,20029,50063,-30034
20210629,24190,6192,17998,19444,17353,2091,20989,50291,-29302
20210630,23953,6926,17027,19634,16912,2722,21787,50858,-29071
20210701,23513,5962,17551,19517,17125,2392,21337,51250,-29913
20210702,23942,6618,17324,19526,17123,2403,21386,50251,-28865
20210705,23681,7537,16144,19911,16577,3334,22294,50374,-28080
20210706,23619,7020,16599,19832,16577,3255,21759,50772,-29013
20210707,23187,6494,16693,19597,16796,2801,22642,50077,-27435
20210708,23619,6311,17308,19625,16792,2833,22156,49653,-27497
20210709,23255,6563,16692,19362,16910,2452,21564,50304,-28740
20210712,23224,7393,15831,19609,16470,3139,20711,49967,-29256
20210713,22648,8744,13904,19609,16468,3141,22679,50891,-28212
20210714,22123,6707,15416,18413,16468,1945,22147,49294,-27147
20210715,22649,6599,16050,18489,16138,2351,21305,49348,-28043
20210716,23731,6460,17271,18399,16356,2043,22340,51917,-29577
20210719,24873,6096,18777,18415,16504,1911,18425,52291,-33866
20210720,24868,5888,18980,18222,17156,1066,18414,54852,-36438
20210721,21836,4191,17645,18134,17305,829,16498,51703,-35205
20210722,21790,4648,17142,18252,17072,1180,17346,52533,-35187
20210723,21963,4958,17005,18123,16632,1491,17456,52819,-35363
20210726,23444,4926,18518,17561,16978,583,17606,52043,-34437
20210727,22555,5824,16731,17499,16980,519,17185,51925,-34740
20210728,21862,5152,16710,16865,18095,-1230,16149,47605,-31456
20210729,21698,5630,16068,17228,17319,-91,18698,47064,-28366
20210730,20897,5036,15861,17207,17539,-332,18212,46353,-28141
20210802,20098,4876,15222,17556,16987,569,19220,49031,-29811
20210803,20457,4558,15899,17485,16950,535,19320,47865,-28545
20210804,20118,4676,15442,17663,16726,937,20768,48086,-27318
20210805,19767,4651,15116,17657,16654,1003,19280,49563,-30283
20210806,20188,4605,15583,17520,16971,549,18997,47410,-28413
20210809,19931,5084,14847,17533,17387,146,19257,45605,-26348
20210810,20487,5702,14785,17380,17745,-365,19021,46943,-27922
20210811,19682,5289,14393,17358,17966,-608,16693,48400,-31707
20210812,19432,5213,14219,17371,17966,-595,17811,48300,-30489
20210813,20297,5895,14402,17314,18270,-956,17318,49400,-32082
20210816,19226,5583,13643,17191,18449,-1258,18458,46527,-28069
20210817,18508,5692,12816,17327,18789,-1462,18559,45680,-27121
20210818,16357,3928,12429,17474,18108,-634,14825,42218,-27393
20210819,16031,5066,10965,17034,19030,-1996,15824,39660,-23836
20210820,16510,5679,10831,16987,19238,-2251,16173,36813,-20640
20210823,17061,5960,11101,17443,18132,-689,17580,39793,-22213
20210824,16851,6524,10327,17544,17982,-438,18600,39772,-21172
20210825,16337,5936,10401,17739,17544,195,19667,40684,-21017
20210826,16803,5468,11335,17614,17542,72,17175,37104,-19929
20210827,15686,6394,9292,16783,17002,-219,17936,35507,-17571
20210830,16143,6830,9313,16953,16373,580,16685,35983,-19298
20210831,16050,7743,8307,17024,15857,1167,21774,40938,-19164
20210901,14876,6450,8426,17037,15845,1192,21897,42096,-20199
20210902,14118,6442,7676,16892,16069,823,21671,37476,-15805
20210903,14485,7603,6882,16771,15733,1038,20410,40226,-19816
20210906,14283,7961,6322,16744,15939,805,21392,37688,-16296
20210907,14822,8504,6318,15964,15944,20,20306,35886,-15580
20210908,13655,7043,6612,15677,16487,-810,20623,34820,-14197
20210909,14360,7182,7178,14941,16487,-1546,22436,34091,-11655
20210910,14890,7435,7455,15030,15989,-959,22919,37221,-14302
20210913,17000,8654,8346,15006,16104,-1098,22015,37418,-15403
20210914,15819,8487,7332,15112,16095,-983,23342,38710,-15368
20210915,16219,4844,11375,14244,16307,-2063,16495,31581,-15086
20210916,16879,4999,11880,14165,16528,-2363,15674,33671,-17997
20210917,16742,5989,10753,14217,16506,-2289,17970,34583,-16613
20210922,18394,5421,12973,12955,17206,-4251,16336,34164,-17828
20210923,18650,5621,13029,13094,16906,-3812,18329,34797,-16468
20210924,18225,5659,12566,13165,16528,-3363,19014,36477,-17463
20210927,18873,6373,12500,13176,16518,-3342,20034,39360,-19326
20210928,19190,6782,12408,12434,16640,-4206,18151,36597,-18446
20210929,19975,6369,13606,11987,17513,-5526,18110,36280,-18170
20210930,20433,6681,13752,12194,17186,-4992,20010,36741,-16731
20211001,21131,7293,13838,12100,18183,-6083,24484,37521,-13037
20211004,20901,7470,13431,12265,18200,-5935,25458,36615,-11157
20211005,21961,7282,14679,12618,18127,-5509,21656,38785,-17129
20211006,20787,5685,15102,12642,18125,-5483,23353,37095,-13742
20211007,20532,7268,13264,12949,17293,-4344,21783,40063,-18280
20211008,21460,7522,13938,12851,17514,-4663,19757,40901,-21144
20211012,22296,9066,13230,12734,17965,-5231,21797,37431,-15634
20211013,21171,8356,12815,12747,18099,-5352,20524,38960,-18436
20211014,20684,8064,12620,12783,18088,-5305,23632,39759,-16127
20211015,21145,7863,13282,13316,17122,-3806,23033,40683,-17650
20211018,21114,7831,13283,13423,17088,-3665,24078,43080,-19002
20211019,20330,8641,11689,13824,16754,-2930,22924,41130,-18206
20211020,18454,3602,14852,14047,16753,-2706,17323,34786,-17463
20211021,19478,3646,15832,12801,16738,-3937,19664,37827,-18163
20211022,19443,3358,16085,12719,16736,-4017,19291,39293,-20002
20211025,19523,3515,16008,12703,16738,-4035,19108,39136,-20028
20211026,19860,4960,14900,12776,16455,-3679,20112,42177,-22065
20211027,20457,3746,16711,12699,16452,-3753,19594,42260,-22666
20211028,20600,3852,16748,12583,16455,-3872,19933,42347,-22414
20211029,22083,4284,17799,12485,16619,-4134,19062,42904,-23842
20211101,22289,4549,17740,12580,16396,-3816,20227,42311,-22084
20211102,22463,5575,16888,12535,16507,-3972,21541,43984,-22443
20211103,21401,4389,17012,12592,16497,-3905,20790,42324,-21534
20211104,21452,4375,17077,12612,16176,-3564,20776,43873,-23097
20211105,21944,4045,17899,12650,15701,-3051,22740,44136,-21396
20211108,21427,4109,17318,12763,15481,-2718,24888,42343,-17455
20211109,20617,4158,16459,12714,15162,-2448,25784,39366,-13582
20211110,21292,3836,17456,12634,14882,-2248,23757,40270,-16513
20211111,20986,4481,16505,12592,14595,-2003,23348,41338,-17990
20211112,20371,4148,16223,12638,14588,-1950,25699,42670,-16971
20211115,19721,4221,15500,12616,14269,-1653,29454,45033,-15579
20211116,18962,5435,13527,12678,14267,-1589,29676,44739,-15063
20211117,17274,3451,13823,12770,14117,-1347,22930,38480,-15550
20211118,17291,3883,13408,12713,13956,-1243,24175,42115,-17940
20211119,17598,3718,13880,12583,13957,-1374,22931,42698,-19767
20211122,17656,4122,13534,12582,13957,-1375,26119,44775,-18656
20211123,18593,4469,14124,12442,14287,-1845,25391,44098,-18707
20211124,18151,4112,14039,12388,14287,-1899,26591,45556,-18965
20211125,18487,3966,14521,12376,14287,-1911,26150,46472,-20322
20211126,18179,4586,13593,12157,14940,-2783,25483,45526,-20043
20211129,17321,4546,12775,12207,14945,-2738,27290,45770,-18480
20211130,19546,4991,14555,12287,14972,-2685,25816,47610,-21794
20211201,18517,4812,13705,12410,14480,-2070,27067,48641,-21574
20211202,18076,5169,12907,12479,14320,-1841,25754,47612,-21858
20211203,18793,5126,13667,12481,14315,-1834,25658,47825,-22167
20211206,20154,6101,14053,12477,14317,-1840,26877,50907,-24030
20211207,20974,5968,15006,13726,14213,-487,25350,51568,-26218
20211208,18022,4102,13920,14295,14166,129,25001,50415,-25414
20211209,17793,4144,13649,14368,14171,197,25804,50404,-24600
20211210,18450,3966,14484,14425,14172,253,24508,50924,-26416
20211213,19017,4800,14217,14398,14382,16,27013,52763,-25750
20211214,20214,6095,14119,14556,14812,-256,26018,52546,-26528
20211215,16895,1969,14926,14959,14817,142,20890,46678,-25788
20211216,17043,1873,15170,15153,14378,775,21203,47733,-26530
20211217,16673,2408,14265,15184,14379,805,22015,47429,-25414
20211220,18173,2416,15757,14990,14663,327,21589,48231,-26642
20211221,18020,2951,15069,15173,14333,840,22106,47519,-25413
20211222,17966,2167,15799,15206,14323,883,21197,45391,-24194
20211223,18213,2192,16021,15039,14107,932,22282,46148,-23866
20211224,17674,2260,15414,15047,14107,940,23007,47663,-24656
20211227,17598,2451,15147,15038,13892,1146,25438,48898,-23460
20211228,17407,2919,14488,15120,13724,1396,27786,50379,-22593
20211229,17622,2489,15133,15194,13568,1626,29056,52147,-23091
20211230,17979,2345,15634,15287,13633,1654,27306,52462,-25156
20220103,18361,2641,15720,15356,13514,1842,26582,51758,-25176
20220104,19420,3025,16395,15524,13134,2390,27113,51817,-24704
20220105,19120,2736,16384,16039,13136,2903,27902,51989,-24087
20220106,17886,2973,14913,16069,13424,2645,28444,51581,-23137
20220107,18625,3762,14863,15960,13718,2242,25367,51976,-26609
20220110,19386,3732,15654,16080,13544,2536,25419,50850,-25431
20220111,20127,3695,16432,16091,13590,2501,23945,52262,-28317
20220112,19409,2479,16930,16250,13682,2568,23031,51460,-28429
20220113,18412,3337,15075,16299,13670,2629,24230,49927,-25697
20220114,18722,3063,15659,16304,13680,2624,23473,48947,-25474
20220117,19996,5034,14962,16398,13616,2782,24820,50454,-25634
20220118,20828,4608,16220,16409,14029,2380,26327,50530,-24203
20220119,17330,2650,14680,16397,14674,1723,21290,45781,-24491
20220120,18029,2413,15616,16497,14604,1893,21835,46710,-24875
20220121,19036,3358,15678,16621,15286,1335,21095,47110,-26015
20220124,19074,2925,16149,16795,15172,1623,19591,46732,-27141
20220125,20838,3635,17203,16768,15760,1008,17523,50251,-32728
20220126,20361,3784,16577,17240,15790,1450,17849,49630,-31781
20220207,21511,3772,17739,16977,15334,1643,18470,48730,-30260
20220208,21339,4114,17225,17122,15110,2012,18868,48402,-29534
20220209,21816,4215,17601,17213,14880,2333,20349,45801,-25452
20220210,21462,4555,16907,15808,14813,995,21723,42282,-20559
20220211,21317,5555,15762,14010,14315,-305,22969,41991,-19022
20220214,21858,5126,16732,13382,14682,-1300,20915,42060,-21145
20220215,19424,5218,14206,13328,14836,-1508,23195,39586,-16391
20220216,17473,3469,14004,12815,14316,-1501,19729,35153,-15424
20220217,18005,3829,14176,12848,14373,-1525,21116,37563,-16447
20220218,18298,3962,14336,12849,14418,-1569,22185,39394,-17209
20220221,18627,3753,14874,12909,14432,-1523,20971,40455,-19484
20220222,19180,3718,15462,12559,15048,-2489,19132,38935,-19803
20220223,18820,4023,14797,12623,14764,-2141,19592,36711,-17119
20220224,19997,4531,15466,12288,15560,-3272,20706,40675,-19969
20220225,19835,5094,14741,11836,15359,-3523,17834,38200,-20366
20220301,19798,6159,13639,11852,14731,-2879,21000,39087,-18087
20220302,19938,5277,14661,11784,14835,-3051,19703,39938,-20235
20220303,19707,5679,14028,11850,14731,-2881,18155,37620,-19465
20220304,19450,5745,13705,11744,15082,-3338,20535,38052,-17517
20220307,20401,5289,15112,11105,16169,-5064,18593,38062,-19469
20220308,20287,5418,14869,9045,16540,-7495,19913,35769,-15856
20220309,18943,5950,12993,9128,16138,-7010,21673,34393,-12720
20220310,19251,7231,12020,9355,15287,-5932,22470,29531,-7061
20220311,19726,5587,14139,9277,15634,-6357,22289,32842,-10553
20220314,19802,7052,12750,9207,15675,-6468,21658,32325,-10667
20220315,20775,7476,13299,9105,16393,-7288,24853,38688,-13835
20220316,19307,5332,13975,9135,16286,-7151,15691,28014,-12323
20220317,19908,5684,14224,9898,15026,-5128,19262,31877,-12615
20220318,20028,5336,14692,11472,15138,-3666,17190,34162,-16972
20220321,20129,6224,13905,11584,15310,-3726,19251,33642,-14391
20220322,19709,6173,13536,11532,15316,-3784,20407,33399,-12992
20220323,20411,6013,14398,11699,15185,-3486,23125,35181,-12056
20220324,19915,6432,13483,10180,15188,-5008,22061,33005,-10944
20220325,20136,6074,14062,10172,15193,-5021,20533,32611,-12078
20220328,20057,6746,13311,9813,15590,-5777,20211,28687,-8476
20220329,19926,6997,12929,9875,15482,-5607,23628,28985,-5357
20220330,19603,7071,12532,9960,15102,-5142,26585,31542,-4957
20220331,19522,6800,12722,9921,15266,-5345,22986,32202,-9216
20220401,19588,7431,12157,9863,15489,-5626,24334,30566,-6232
20220406,19510,7314,12196,9850,15511,-5661,24328,29893,-5565
20220407,19647,7668,11979,9609,16236,-6627,25322,31881,-6559
20220408,18754,7913,10841,9631,16019,-6388,27652,30333,-2681
20220411,19759,8111,11648,9512,16521,-7009,28599,29022,-423
20220412,20137,8158,11979,9485,16585,-7100,29694,31557,-1863
20220413,20226,7579,12647,10357,16282,-5925,30611,33869,-3258
20220414,20235,6749,13486,10534,16262,-5728,28448,33622,-5174
20220415,20088,7527,12561,10766,16887,-6121,26897,35318,-8421
20220418,19597,7922,11675,10775,17173,-6398,27311,34363,-7052
20220419,19033,7282,11751,10855,16948,-6093,30139,37493,-7354
20220420,17946,3654,14292,10961,16703,-5742,21804,31777,-9973
20220421,18039,4437,13602,11061,16591,-5530,22780,32779,-9999
20220422,18421,4695,13726,11005,16881,-5876,22650,30647,-7997
20220425,18964,5053,13911,10986,17758,-6772,20744,29440,-8696
20220426,19279,5053,14226,10740,18022,-7282,20729,30440,-9711
20220427,19715,5132,14583,10917,18932,-8015,22046,34990,-12944
20220428,19965,5832,14133,10985,18919,-7934,23534,35266,-11732
20220429,19818,7095,12723,11116,18895,-7779,24763,30437,-5674
20220503,20660,6333,14327,11616,19118,-7502,21658,31534,-9876
20220504,20701,6354,14347,11708,19057,-7349,23681,32547,-8866
20220505,20909,6100,14809,11999,18601,-6602,24616,34590,-9974
20220506,21427,7085,14342,11961,19313,-7352,27116,36891,-9775
20220509,21934,7631,14303,11704,20349,-8645,28651,36816,-8165
20220510,22999,7100,15899,11448,20947,-9499,26968,39854,-12886
20220511,21970,6111,15859,11447,21250,-9803,28866,38024,-9158
20220512,22213,7026,15187,11200,22259,-11059,32359,38998,-6639
20220513,22361,7978,14383,11410,21732,-10322,34081,39600,-5519
20220516,21929,9293,12636,11463,21493,-10030,34984,37524,-2540
